,block,RT,image,position,response,order,environment,condition,location,binary,label,group
51984,73,386,cactus19,7,1,2,cactus,b,outdoor,1,car,small
51985,74,427,cactus22,4,1,2,cactus,b,outdoor,1,car,small
51986,75,437,cactus03,23,-1,2,cactus,b,outdoor,0,car,small
51987,76,561,bottle13,13,-1,2,bottle,b,outdoor,0,flower,small
51988,77,580,bottle17,9,-1,2,bottle,b,outdoor,0,flower,small
51989,78,835,bottle05,21,-1,2,bottle,b,outdoor,0,flower,small
51990,79,348,bottle02,24,-1,2,bottle,b,outdoor,0,flower,small
51991,80,894,bottle01,25,-1,2,bottle,b,outdoor,0,flower,small
51992,81,536,ashtray07,19,-1,2,ashtray,b,outdoor,0,table,big
51993,82,418,ashtray25,1,-1,2,ashtray,b,outdoor,0,table,big
51994,83,543,ashtray03,23,-1,2,ashtray,b,outdoor,0,table,big
51995,84,484,ashtray06,20,1,2,ashtray,b,outdoor,1,table,big
51996,85,562,ashtray20,6,-1,2,ashtray,b,outdoor,0,table,big
51997,86,565,mug23,3,1,2,mug,b,outdoor,1,gascanister,big
51998,87,786,mug10,16,-1,2,mug,b,outdoor,0,gascanister,big
51999,88,424,mug22,4,1,2,mug,b,outdoor,1,gascanister,big
52000,89,467,mug15,11,-1,2,mug,b,outdoor,0,gascanister,big
52001,90,592,mug19,7,-1,2,mug,b,outdoor,0,gascanister,big
52002,91,478,axe24,2,-1,2,axe,b,outdoor,0,stump,big
52003,92,462,axe14,12,1,2,axe,b,outdoor,1,stump,big
52004,93,437,axe18,8,-1,2,axe,b,outdoor,0,stump,big
52005,94,353,axe04,22,-1,2,axe,b,outdoor,0,stump,big
52006,95,385,axe21,5,1,2,axe,b,outdoor,1,stump,big
52007,96,420,package16,10,1,2,package,b,outdoor,1,frontdoor,big
52008,97,349,package03,23,1,2,package,b,outdoor,1,frontdoor,big
52009,98,508,package09,17,-1,2,package,b,outdoor,0,frontdoor,big
52010,99,750,package05,21,-1,2,package,b,outdoor,0,frontdoor,big
52011,100,836,package15,11,1,2,package,b,outdoor,1,frontdoor,big
52012,1,440,soap04,22,1,2,soap,b,indoor,1,rug,big
52013,2,759,soap12,14,1,2,soap,b,indoor,1,rug,big
52014,3,1151,soap13,13,1,2,soap,b,indoor,1,rug,big
52015,4,256,soap20,6,1,2,soap,b,indoor,1,rug,big
52016,5,1056,soap21,5,1,2,soap,b,indoor,1,rug,big
52017,6,1265,microwave01,25,-1,2,microwave,b,indoor,0,orange,small
52018,7,1238,microwave16,10,-1,2,microwave,b,indoor,0,orange,small
52019,8,986,microwave22,4,1,2,microwave,b,indoor,1,orange,small
52020,9,909,microwave07,19,-1,2,microwave,b,indoor,0,orange,small
52021,10,408,microwave11,15,-1,2,microwave,b,indoor,0,orange,small
52022,11,1359,lamp19,7,1,2,lamp,b,indoor,1,window,big
52023,12,599,lamp10,16,1,2,lamp,b,indoor,1,window,big
52024,13,1439,lamp17,9,1,2,lamp,b,indoor,1,window,big
52025,14,627,lamp06,20,-1,2,lamp,b,indoor,0,window,big
52026,16,913,firealarm25,1,1,2,firealarm,b,indoor,1,chalkboard,big
52027,17,953,firealarm09,17,1,2,firealarm,b,indoor,1,chalkboard,big
52028,18,1662,firealarm08,18,1,2,firealarm,b,indoor,1,chalkboard,big
52029,19,953,firealarm18,8,-1,2,firealarm,b,indoor,0,chalkboard,big
52030,20,643,firealarm16,10,1,2,firealarm,b,indoor,1,chalkboard,big
52031,21,724,candle12,14,-1,2,candle,b,indoor,0,clock,big
52032,22,1540,candle19,7,1,2,candle,b,indoor,1,clock,big
52033,23,505,candle04,22,-1,2,candle,b,indoor,0,clock,big
52034,24,653,candle05,21,1,2,candle,b,indoor,1,clock,big
52035,25,1068,candle15,11,-1,2,candle,b,indoor,0,clock,big
52036,26,363,vase11,15,-1,2,vase,b,indoor,0,pedestal,big
52037,27,1933,vase20,6,1,2,vase,b,indoor,1,pedestal,big
52038,28,994,vase08,18,1,2,vase,b,indoor,1,pedestal,big
52039,29,1499,vase10,16,-1,2,vase,b,indoor,0,pedestal,big
52040,30,222,vase24,2,1,2,vase,b,indoor,1,pedestal,big
52041,31,240,kettle14,12,-1,2,kettle,b,indoor,0,stove,big
52042,32,440,kettle02,24,-1,2,kettle,b,indoor,0,stove,big
52043,33,582,kettle07,19,1,2,kettle,b,indoor,1,stove,big
52044,34,1094,kettle06,20,-1,2,kettle,b,indoor,0,stove,big
52045,35,780,kettle17,9,-1,2,kettle,b,indoor,0,stove,big
52046,36,379,dvdplayer06,20,-1,2,dvdplayer,b,indoor,0,remote,small
52047,37,922,dvdplayer15,11,1,2,dvdplayer,b,indoor,1,remote,small
52048,38,495,dvdplayer24,2,-1,2,dvdplayer,b,indoor,0,remote,small
52049,39,1919,dvdplayer09,17,-1,2,dvdplayer,b,indoor,0,remote,small
52050,40,1218,dvdplayer10,16,-1,2,dvdplayer,b,indoor,0,remote,small
52051,41,878,mouse02,24,-1,2,mouse,b,indoor,0,keyboard,big
52052,42,546,mouse25,1,-1,2,mouse,b,indoor,0,keyboard,big
52053,43,244,mouse03,23,-1,2,mouse,b,indoor,0,keyboard,big
52054,44,282,mouse01,25,1,2,mouse,b,indoor,1,keyboard,big
52055,45,1276,mouse07,19,1,2,mouse,b,indoor,1,keyboard,big
52056,46,1467,pottedplant21,5,1,2,pottedplant,b,indoor,1,television,big
52057,47,422,pottedplant04,22,-1,2,pottedplant,b,indoor,0,television,big
52058,48,1156,pottedplant14,12,-1,2,pottedplant,b,indoor,0,television,big
52059,49,392,pottedplant22,4,1,2,pottedplant,b,indoor,1,television,big
52060,50,547,pottedplant19,7,-1,2,pottedplant,b,indoor,0,television,big
52061,51,296,pitchfork12,14,1,2,pitchfork,b,outdoor,1,barn,big
52062,52,267,pitchfork08,18,1,2,pitchfork,b,outdoor,1,barn,big
52063,53,233,pitchfork13,13,1,2,pitchfork,b,outdoor,1,barn,big
52064,54,625,pitchfork23,3,1,2,pitchfork,b,outdoor,1,barn,big
52065,55,681,pitchfork16,10,1,2,pitchfork,b,outdoor,1,barn,big
52066,56,388,bird13,13,1,2,bird,b,outdoor,1,picnictable,big
52067,57,355,bird09,17,-1,2,bird,b,outdoor,0,picnictable,big
52068,58,241,bird10,16,1,2,bird,b,outdoor,1,picnictable,big
52069,59,317,bird20,6,1,2,bird,b,outdoor,1,picnictable,big
52070,60,327,bird14,12,-1,2,bird,b,outdoor,0,picnictable,big
52071,61,552,mailbox25,1,1,2,mailbox,b,outdoor,1,house,big
52072,62,243,mailbox15,11,1,2,mailbox,b,outdoor,1,house,big
52073,63,244,mailbox23,3,1,2,mailbox,b,outdoor,1,house,big
52074,64,1129,mailbox05,21,1,2,mailbox,b,outdoor,1,house,big
52075,65,226,mailbox08,18,1,2,mailbox,b,outdoor,1,house,big
52076,66,249,frog02,24,1,2,frog,b,outdoor,1,bridge,big
52077,67,313,frog01,25,1,2,frog,b,outdoor,1,bridge,big
52078,68,419,frog04,22,-1,2,frog,b,outdoor,0,bridge,big
52079,69,319,frog18,8,1,2,frog,b,outdoor,1,bridge,big
52080,70,873,frog07,19,-1,2,frog,b,outdoor,0,bridge,big
52081,71,734,cactus16,10,1,2,cactus,b,outdoor,1,car,small
52082,72,318,cactus06,20,-1,2,cactus,b,outdoor,0,car,small
52083,73,248,cactus19,7,1,2,cactus,b,outdoor,1,car,small
52084,74,384,cactus22,4,-1,2,cactus,b,outdoor,0,car,small
52085,75,443,cactus03,23,1,2,cactus,b,outdoor,1,car,small
52086,76,702,bottle13,13,1,2,bottle,b,outdoor,1,flower,small
52087,77,1287,bottle17,9,1,2,bottle,b,outdoor,1,flower,small
52088,78,549,bottle05,21,1,2,bottle,b,outdoor,1,flower,small
52089,79,1895,bottle02,24,-1,2,bottle,b,outdoor,0,flower,small
52090,80,384,bottle01,25,1,2,bottle,b,outdoor,1,flower,small
52091,81,327,ashtray07,19,-1,2,ashtray,b,outdoor,0,table,big
52092,82,1010,ashtray25,1,1,2,ashtray,b,outdoor,1,table,big
52093,83,1581,ashtray03,23,1,2,ashtray,b,outdoor,1,table,big
52094,84,263,ashtray06,20,1,2,ashtray,b,outdoor,1,table,big
52095,85,305,ashtray20,6,1,2,ashtray,b,outdoor,1,table,big
52096,86,1057,mug23,3,1,2,mug,b,outdoor,1,gascanister,big
52097,87,764,mug10,16,-1,2,mug,b,outdoor,0,gascanister,big
52098,88,721,mug22,4,1,2,mug,b,outdoor,1,gascanister,big
52099,89,338,mug15,11,1,2,mug,b,outdoor,1,gascanister,big
52100,90,267,mug19,7,1,2,mug,b,outdoor,1,gascanister,big
52101,91,246,axe24,2,1,2,axe,b,outdoor,1,stump,big
52102,92,555,axe14,12,-1,2,axe,b,outdoor,0,stump,big
52103,93,814,axe18,8,1,2,axe,b,outdoor,1,stump,big
52104,94,910,axe04,22,-1,2,axe,b,outdoor,0,stump,big
52105,95,849,axe21,5,1,2,axe,b,outdoor,1,stump,big
52106,96,271,package16,10,1,2,package,b,outdoor,1,frontdoor,big
52107,97,1157,package03,23,-1,2,package,b,outdoor,0,frontdoor,big
52108,98,535,package09,17,1,2,package,b,outdoor,1,frontdoor,big
52109,99,321,package05,21,-1,2,package,b,outdoor,0,frontdoor,big
52110,100,764,package15,11,-1,2,package,b,outdoor,0,frontdoor,big
52111,1,455,soap04,22,1,2,soap,b,indoor,1,rug,big
52112,2,396,soap12,14,1,2,soap,b,indoor,1,rug,big
52113,3,197,soap13,13,1,2,soap,b,indoor,1,rug,big
52114,4,725,soap20,6,1,2,soap,b,indoor,1,rug,big
52115,5,1357,soap21,5,1,2,soap,b,indoor,1,rug,big
52116,6,389,microwave01,25,-1,2,microwave,b,indoor,0,orange,small
52117,7,1652,microwave16,10,1,2,microwave,b,indoor,1,orange,small
52118,8,2868,microwave22,4,-1,2,microwave,b,indoor,0,orange,small
52119,9,540,microwave07,19,-1,2,microwave,b,indoor,0,orange,small
52120,10,827,microwave11,15,1,2,microwave,b,indoor,1,orange,small
52121,11,918,lamp19,7,1,2,lamp,b,indoor,1,window,big
52122,12,455,lamp10,16,-1,2,lamp,b,indoor,0,window,big
52123,13,809,lamp17,9,-1,2,lamp,b,indoor,0,window,big
52124,14,678,lamp06,20,1,2,lamp,b,indoor,1,window,big
52125,15,322,lamp18,8,1,2,lamp,b,indoor,1,window,big
52126,16,1768,firealarm25,1,1,2,firealarm,b,indoor,1,chalkboard,big
52127,17,340,firealarm09,17,-1,2,firealarm,b,indoor,0,chalkboard,big
52128,18,313,firealarm08,18,1,2,firealarm,b,indoor,1,chalkboard,big
52129,19,289,firealarm18,8,1,2,firealarm,b,indoor,1,chalkboard,big
52130,20,502,firealarm16,10,1,2,firealarm,b,indoor,1,chalkboard,big
52131,21,1291,candle12,14,-1,2,candle,b,indoor,0,clock,big
52132,22,567,candle19,7,1,2,candle,b,indoor,1,clock,big
52133,23,656,candle04,22,-1,2,candle,b,indoor,0,clock,big
52134,24,444,candle05,21,1,2,candle,b,indoor,1,clock,big
52135,25,372,candle15,11,1,2,candle,b,indoor,1,clock,big
52136,26,2724,vase11,15,-1,2,vase,b,indoor,0,pedestal,big
52137,27,732,vase20,6,-1,2,vase,b,indoor,0,pedestal,big
52138,28,257,vase08,18,-1,2,vase,b,indoor,0,pedestal,big
52139,29,593,vase10,16,1,2,vase,b,indoor,1,pedestal,big
52140,30,1927,vase24,2,-1,2,vase,b,indoor,0,pedestal,big
52141,31,2041,kettle14,12,-1,2,kettle,b,indoor,0,stove,big
52142,32,394,kettle02,24,-1,2,kettle,b,indoor,0,stove,big
52143,33,1745,kettle07,19,1,2,kettle,b,indoor,1,stove,big
52144,34,2966,kettle06,20,1,2,kettle,b,indoor,1,stove,big
52145,35,609,kettle17,9,1,2,kettle,b,indoor,1,stove,big
52146,36,1312,dvdplayer06,20,-1,2,dvdplayer,b,indoor,0,remote,small
52147,37,617,dvdplayer15,11,-1,2,dvdplayer,b,indoor,0,remote,small
52148,38,429,dvdplayer24,2,1,2,dvdplayer,b,indoor,1,remote,small
52149,39,447,dvdplayer09,17,-1,2,dvdplayer,b,indoor,0,remote,small
52150,40,347,dvdplayer10,16,-1,2,dvdplayer,b,indoor,0,remote,small
52151,41,1411,mouse02,24,1,2,mouse,b,indoor,1,keyboard,big
52152,42,2710,mouse25,1,1,2,mouse,b,indoor,1,keyboard,big
52153,43,812,mouse03,23,-1,2,mouse,b,indoor,0,keyboard,big
52154,44,1384,mouse01,25,-1,2,mouse,b,indoor,0,keyboard,big
52155,45,333,mouse07,19,-1,2,mouse,b,indoor,0,keyboard,big
52156,46,1640,pottedplant21,5,1,2,pottedplant,b,indoor,1,television,big
52157,47,364,pottedplant04,22,-1,2,pottedplant,b,indoor,0,television,big
52158,48,990,pottedplant14,12,-1,2,pottedplant,b,indoor,0,television,big
52159,49,950,pottedplant22,4,-1,2,pottedplant,b,indoor,0,television,big
52160,50,1020,pottedplant19,7,1,2,pottedplant,b,indoor,1,television,big
52161,51,525,pitchfork12,14,1,2,pitchfork,b,outdoor,1,barn,big
52162,52,470,pitchfork08,18,1,2,pitchfork,b,outdoor,1,barn,big
52163,53,298,pitchfork13,13,1,2,pitchfork,b,outdoor,1,barn,big
52164,54,589,pitchfork23,3,1,2,pitchfork,b,outdoor,1,barn,big
52165,55,327,pitchfork16,10,-1,2,pitchfork,b,outdoor,0,barn,big
52166,56,417,bird13,13,-1,2,bird,b,outdoor,0,picnictable,big
52167,57,1626,bird09,17,-1,2,bird,b,outdoor,0,picnictable,big
52168,58,255,bird10,16,1,2,bird,b,outdoor,1,picnictable,big
52169,59,464,bird20,6,1,2,bird,b,outdoor,1,picnictable,big
52170,60,660,bird14,12,1,2,bird,b,outdoor,1,picnictable,big
52171,61,2543,mailbox25,1,1,2,mailbox,b,outdoor,1,house,big
52172,62,482,mailbox15,11,-1,2,mailbox,b,outdoor,0,house,big
52173,63,514,mailbox23,3,-1,2,mailbox,b,outdoor,0,house,big
52174,64,1144,mailbox05,21,1,2,mailbox,b,outdoor,1,house,big
52175,65,732,mailbox08,18,-1,2,mailbox,b,outdoor,0,house,big
52176,66,494,frog02,24,1,2,frog,b,outdoor,1,bridge,big
52177,67,667,frog01,25,1,2,frog,b,outdoor,1,bridge,big
52178,68,305,frog04,22,1,2,frog,b,outdoor,1,bridge,big
52179,69,1004,frog18,8,1,2,frog,b,outdoor,1,bridge,big
52180,70,445,frog07,19,1,2,frog,b,outdoor,1,bridge,big
52181,71,662,cactus16,10,1,2,cactus,b,outdoor,1,car,small
52182,72,1532,cactus06,20,-1,2,cactus,b,outdoor,0,car,small
52183,73,930,cactus19,7,1,2,cactus,b,outdoor,1,car,small
52184,74,698,cactus22,4,1,2,cactus,b,outdoor,1,car,small
52185,75,284,cactus03,23,1,2,cactus,b,outdoor,1,car,small
52186,76,1032,bottle13,13,-1,2,bottle,b,outdoor,0,flower,small
52187,77,1286,bottle17,9,1,2,bottle,b,outdoor,1,flower,small
52188,78,405,bottle05,21,1,2,bottle,b,outdoor,1,flower,small
52189,79,486,bottle02,24,1,2,bottle,b,outdoor,1,flower,small
52190,80,544,bottle01,25,-1,2,bottle,b,outdoor,0,flower,small
52191,81,1643,ashtray07,19,-1,2,ashtray,b,outdoor,0,table,big
52192,82,772,ashtray25,1,1,2,ashtray,b,outdoor,1,table,big
52193,83,1831,ashtray03,23,1,2,ashtray,b,outdoor,1,table,big
52194,84,1480,ashtray06,20,-1,2,ashtray,b,outdoor,0,table,big
52195,85,607,ashtray20,6,-1,2,ashtray,b,outdoor,0,table,big
52196,86,1189,mug23,3,1,2,mug,b,outdoor,1,gascanister,big
52197,87,258,mug10,16,1,2,mug,b,outdoor,1,gascanister,big
52198,88,651,mug22,4,1,2,mug,b,outdoor,1,gascanister,big
52199,89,527,mug15,11,1,2,mug,b,outdoor,1,gascanister,big
52200,90,287,mug19,7,1,2,mug,b,outdoor,1,gascanister,big
52201,91,466,axe24,2,1,2,axe,b,outdoor,1,stump,big
52202,92,251,axe14,12,1,2,axe,b,outdoor,1,stump,big
52203,93,1036,axe18,8,1,2,axe,b,outdoor,1,stump,big
52204,94,510,axe04,22,1,2,axe,b,outdoor,1,stump,big
52205,95,415,axe21,5,1,2,axe,b,outdoor,1,stump,big
52206,96,1647,package16,10,1,2,package,b,outdoor,1,frontdoor,big
52207,97,670,package03,23,1,2,package,b,outdoor,1,frontdoor,big
52208,98,607,package09,17,1,2,package,b,outdoor,1,frontdoor,big
52209,99,1493,package05,21,-1,2,package,b,outdoor,0,frontdoor,big
52210,100,1553,package15,11,1,2,package,b,outdoor,1,frontdoor,big
52211,1,203,soap04,22,1,2,soap,b,indoor,1,rug,big
52212,2,148,soap12,14,-1,2,soap,b,indoor,0,rug,big
52213,3,214,soap13,13,1,2,soap,b,indoor,1,rug,big
52214,4,159,soap20,6,1,2,soap,b,indoor,1,rug,big
52215,5,664,soap21,5,1,2,soap,b,indoor,1,rug,big
52216,6,1179,microwave01,25,-1,2,microwave,b,indoor,0,orange,small
52217,7,965,microwave16,10,1,2,microwave,b,indoor,1,orange,small
52218,8,241,microwave22,4,-1,2,microwave,b,indoor,0,orange,small
52219,9,561,microwave07,19,-1,2,microwave,b,indoor,0,orange,small
52220,10,197,microwave11,15,1,2,microwave,b,indoor,1,orange,small
52221,11,382,lamp19,7,1,2,lamp,b,indoor,1,window,big
52222,12,646,lamp10,16,1,2,lamp,b,indoor,1,window,big
52223,13,273,lamp17,9,1,2,lamp,b,indoor,1,window,big
52224,14,215,lamp06,20,-1,2,lamp,b,indoor,0,window,big
52225,15,432,lamp18,8,1,2,lamp,b,indoor,1,window,big
52226,16,518,firealarm25,1,1,2,firealarm,b,indoor,1,chalkboard,big
52227,17,510,firealarm09,17,1,2,firealarm,b,indoor,1,chalkboard,big
52228,18,420,firealarm08,18,1,2,firealarm,b,indoor,1,chalkboard,big
52229,19,978,firealarm18,8,-1,2,firealarm,b,indoor,0,chalkboard,big
52230,20,722,firealarm16,10,1,2,firealarm,b,indoor,1,chalkboard,big
52231,21,290,candle12,14,1,2,candle,b,indoor,1,clock,big
52232,22,745,candle19,7,-1,2,candle,b,indoor,0,clock,big
52233,23,1002,candle04,22,1,2,candle,b,indoor,1,clock,big
52234,24,349,candle05,21,-1,2,candle,b,indoor,0,clock,big
52235,25,438,candle15,11,1,2,candle,b,indoor,1,clock,big
52236,26,520,vase11,15,1,2,vase,b,indoor,1,pedestal,big
52237,27,1031,vase20,6,1,2,vase,b,indoor,1,pedestal,big
52238,28,1108,vase08,18,1,2,vase,b,indoor,1,pedestal,big
52239,29,1444,vase10,16,1,2,vase,b,indoor,1,pedestal,big
52240,30,990,vase24,2,-1,2,vase,b,indoor,0,pedestal,big
52241,31,542,kettle14,12,-1,2,kettle,b,indoor,0,stove,big
52242,32,493,kettle02,24,1,2,kettle,b,indoor,1,stove,big
52243,33,415,kettle07,19,1,2,kettle,b,indoor,1,stove,big
52244,34,928,kettle06,20,-1,2,kettle,b,indoor,0,stove,big
52245,35,1230,kettle17,9,-1,2,kettle,b,indoor,0,stove,big
52246,36,628,dvdplayer06,20,-1,2,dvdplayer,b,indoor,0,remote,small
52247,37,409,dvdplayer15,11,1,2,dvdplayer,b,indoor,1,remote,small
52248,38,681,dvdplayer24,2,1,2,dvdplayer,b,indoor,1,remote,small
52249,39,935,dvdplayer09,17,-1,2,dvdplayer,b,indoor,0,remote,small
52250,40,1104,dvdplayer10,16,-1,2,dvdplayer,b,indoor,0,remote,small
52251,41,437,mouse02,24,-1,2,mouse,b,indoor,0,keyboard,big
52252,42,657,mouse25,1,-1,2,mouse,b,indoor,0,keyboard,big
52253,43,652,mouse03,23,-1,2,mouse,b,indoor,0,keyboard,big
52254,44,419,mouse01,25,-1,2,mouse,b,indoor,0,keyboard,big
52255,45,602,mouse07,19,-1,2,mouse,b,indoor,0,keyboard,big
52256,46,585,pottedplant21,5,1,2,pottedplant,b,indoor,1,television,big
52257,47,675,pottedplant04,22,1,2,pottedplant,b,indoor,1,television,big
52258,48,440,pottedplant14,12,-1,2,pottedplant,b,indoor,0,television,big
52259,49,266,pottedplant22,4,1,2,pottedplant,b,indoor,1,television,big
52260,50,370,pottedplant19,7,-1,2,pottedplant,b,indoor,0,television,big
52261,51,857,pitchfork12,14,1,2,pitchfork,b,outdoor,1,barn,big
52262,52,199,pitchfork08,18,1,2,pitchfork,b,outdoor,1,barn,big
52263,53,883,pitchfork13,13,1,2,pitchfork,b,outdoor,1,barn,big
52264,54,174,pitchfork23,3,1,2,pitchfork,b,outdoor,1,barn,big
52265,55,1207,pitchfork16,10,1,2,pitchfork,b,outdoor,1,barn,big
52266,56,460,bird13,13,-1,2,bird,b,outdoor,0,picnictable,big
52267,57,342,bird09,17,-1,2,bird,b,outdoor,0,picnictable,big
52268,58,297,bird10,16,-1,2,bird,b,outdoor,0,picnictable,big
52269,59,546,bird20,6,-1,2,bird,b,outdoor,0,picnictable,big
52270,60,366,bird14,12,-1,2,bird,b,outdoor,0,picnictable,big
52271,61,2040,mailbox25,1,1,2,mailbox,b,outdoor,1,house,big
52272,62,196,mailbox15,11,1,2,mailbox,b,outdoor,1,house,big
52273,63,206,mailbox23,3,1,2,mailbox,b,outdoor,1,house,big
52274,64,186,mailbox05,21,-1,2,mailbox,b,outdoor,0,house,big
52275,65,803,mailbox08,18,1,2,mailbox,b,outdoor,1,house,big
52276,66,1033,frog02,24,1,2,frog,b,outdoor,1,bridge,big
52277,67,1405,frog01,25,-1,2,frog,b,outdoor,0,bridge,big
52278,68,201,frog04,22,1,2,frog,b,outdoor,1,bridge,big
52279,69,490,frog18,8,1,2,frog,b,outdoor,1,bridge,big
52280,70,513,frog07,19,1,2,frog,b,outdoor,1,bridge,big
52281,71,556,cactus16,10,-1,2,cactus,b,outdoor,0,car,small
52282,72,501,cactus06,20,1,2,cactus,b,outdoor,1,car,small
52283,73,255,cactus19,7,-1,2,cactus,b,outdoor,0,car,small
52284,74,810,cactus22,4,1,2,cactus,b,outdoor,1,car,small
52285,75,269,cactus03,23,-1,2,cactus,b,outdoor,0,car,small
52286,76,256,bottle13,13,-1,2,bottle,b,outdoor,0,flower,small
52287,77,222,bottle17,9,-1,2,bottle,b,outdoor,0,flower,small
52288,78,1804,bottle05,21,-1,2,bottle,b,outdoor,0,flower,small
52289,79,751,bottle02,24,1,2,bottle,b,outdoor,1,flower,small
52290,80,223,bottle01,25,-1,2,bottle,b,outdoor,0,flower,small
52291,81,1333,ashtray07,19,1,2,ashtray,b,outdoor,1,table,big
52292,82,288,ashtray25,1,-1,2,ashtray,b,outdoor,0,table,big
52293,83,279,ashtray03,23,-1,2,ashtray,b,outdoor,0,table,big
52294,84,1195,ashtray06,20,-1,2,ashtray,b,outdoor,0,table,big
52295,85,324,ashtray20,6,1,2,ashtray,b,outdoor,1,table,big
52296,86,868,mug23,3,1,2,mug,b,outdoor,1,gascanister,big
52297,87,299,mug10,16,1,2,mug,b,outdoor,1,gascanister,big
52298,88,1660,mug22,4,1,2,mug,b,outdoor,1,gascanister,big
52299,89,728,mug15,11,1,2,mug,b,outdoor,1,gascanister,big
52300,90,1463,mug19,7,1,2,mug,b,outdoor,1,gascanister,big
52301,91,331,axe24,2,1,2,axe,b,outdoor,1,stump,big
52302,92,796,axe14,12,1,2,axe,b,outdoor,1,stump,big
52303,93,217,axe18,8,1,2,axe,b,outdoor,1,stump,big
52304,94,1166,axe04,22,-1,2,axe,b,outdoor,0,stump,big
52305,95,155,axe21,5,1,2,axe,b,outdoor,1,stump,big
52306,96,852,package16,10,-1,2,package,b,outdoor,0,frontdoor,big
52307,97,1301,package03,23,1,2,package,b,outdoor,1,frontdoor,big
52308,98,514,package09,17,1,2,package,b,outdoor,1,frontdoor,big
52309,99,211,package05,21,1,2,package,b,outdoor,1,frontdoor,big
52310,100,1970,package15,11,-1,2,package,b,outdoor,0,frontdoor,big
52311,1,435,soap04,22,1,2,soap,b,indoor,1,rug,big
52312,2,203,soap12,14,1,2,soap,b,indoor,1,rug,big
52313,3,392,soap13,13,1,2,soap,b,indoor,1,rug,big
52314,4,455,soap20,6,1,2,soap,b,indoor,1,rug,big
52315,5,812,soap21,5,1,2,soap,b,indoor,1,rug,big
52316,6,766,microwave01,25,-1,2,microwave,b,indoor,0,orange,small
52317,7,276,microwave16,10,-1,2,microwave,b,indoor,0,orange,small
52318,8,354,microwave22,4,-1,2,microwave,b,indoor,0,orange,small
52319,9,752,microwave07,19,-1,2,microwave,b,indoor,0,orange,small
52320,10,1169,microwave11,15,-1,2,microwave,b,indoor,0,orange,small
52321,11,207,lamp19,7,1,2,lamp,b,indoor,1,window,big
52322,12,53,lamp10,16,-1,2,lamp,b,indoor,0,window,big
52323,13,333,lamp17,9,1,2,lamp,b,indoor,1,window,big
52324,14,172,lamp06,20,1,2,lamp,b,indoor,1,window,big
52325,15,177,lamp18,8,1,2,lamp,b,indoor,1,window,big
52326,16,262,firealarm25,1,1,2,firealarm,b,indoor,1,chalkboard,big
52327,17,329,firealarm09,17,-1,2,firealarm,b,indoor,0,chalkboard,big
52328,18,901,firealarm08,18,-1,2,firealarm,b,indoor,0,chalkboard,big
52329,19,508,firealarm18,8,-1,2,firealarm,b,indoor,0,chalkboard,big
52330,20,132,firealarm16,10,1,2,firealarm,b,indoor,1,chalkboard,big
52331,21,529,candle12,14,1,2,candle,b,indoor,1,clock,big
52332,22,772,candle19,7,1,2,candle,b,indoor,1,clock,big
52333,23,549,candle04,22,1,2,candle,b,indoor,1,clock,big
52334,24,332,candle05,21,-1,2,candle,b,indoor,0,clock,big
52335,25,179,candle15,11,-1,2,candle,b,indoor,0,clock,big
52336,26,276,vase11,15,1,2,vase,b,indoor,1,pedestal,big
52337,27,186,vase20,6,1,2,vase,b,indoor,1,pedestal,big
52338,28,243,vase08,18,-1,2,vase,b,indoor,0,pedestal,big
52339,29,354,vase10,16,-1,2,vase,b,indoor,0,pedestal,big
52340,30,377,vase24,2,1,2,vase,b,indoor,1,pedestal,big
52341,31,122,kettle14,12,1,2,kettle,b,indoor,1,stove,big
52342,32,438,kettle02,24,-1,2,kettle,b,indoor,0,stove,big
52343,33,530,kettle07,19,1,2,kettle,b,indoor,1,stove,big
52344,34,702,kettle06,20,1,2,kettle,b,indoor,1,stove,big
52345,35,677,kettle17,9,1,2,kettle,b,indoor,1,stove,big
52346,36,935,dvdplayer06,20,1,2,dvdplayer,b,indoor,1,remote,small
52347,37,278,dvdplayer15,11,-1,2,dvdplayer,b,indoor,0,remote,small
52348,39,859,dvdplayer09,17,1,2,dvdplayer,b,indoor,1,remote,small
52349,40,708,dvdplayer10,16,1,2,dvdplayer,b,indoor,1,remote,small
52350,41,637,mouse02,24,-1,2,mouse,b,indoor,0,keyboard,big
52351,42,207,mouse25,1,1,2,mouse,b,indoor,1,keyboard,big
52352,43,287,mouse03,23,-1,2,mouse,b,indoor,0,keyboard,big
52353,44,424,mouse01,25,1,2,mouse,b,indoor,1,keyboard,big
52354,45,1306,mouse07,19,1,2,mouse,b,indoor,1,keyboard,big
52355,46,137,pottedplant21,5,-1,2,pottedplant,b,indoor,0,television,big
52356,47,412,pottedplant04,22,-1,2,pottedplant,b,indoor,0,television,big
52357,48,514,pottedplant14,12,1,2,pottedplant,b,indoor,1,television,big
52358,49,698,pottedplant22,4,1,2,pottedplant,b,indoor,1,television,big
52359,50,153,pottedplant19,7,-1,2,pottedplant,b,indoor,0,television,big
52360,51,123,pitchfork12,14,1,2,pitchfork,b,outdoor,1,barn,big
52361,52,382,pitchfork08,18,1,2,pitchfork,b,outdoor,1,barn,big
52362,53,145,pitchfork13,13,1,2,pitchfork,b,outdoor,1,barn,big
52363,54,390,pitchfork23,3,1,2,pitchfork,b,outdoor,1,barn,big
